file_number,url,page_title,has_h1,page_type,body_word_count,faculty_link_count,has_appointment
1,"https://hospitals.aku.edu/pakistan/Health-Services/department-of-anaesthesiology/Pages/default.aspx","Department of Anaesthesiology",true,standard,273,2,true
